DET,at Tampa Bay/Mar 30,,at Tampa Bay/Apr 1,at Tampa Bay/Apr 2,at Houston/Apr 3,at Houston/Apr 4,at Houston/Apr 5,vs Boston/Apr 6,,vs Boston/Apr 8,vs Boston/Apr 9,at Toronto/Apr 11,at Toronto/Apr 12,at Toronto/Apr 13,,vs San Francisco/Apr 14,vs San Francisco/Apr 15,vs San Francisco/Apr 16,vs Cleveland/Apr 17,vs Cleveland/Apr 18,vs Cleveland/Apr 19,,at Baltimore/Apr 21,at Baltimore/Apr 22,at Baltimore/Apr 23,at Milwaukee/Apr 24,at Milwaukee/Apr 25,at Milwaukee/Apr 26,vs Baltimore/Apr 27,vs Baltimore/Apr 28,vs Baltimore/Apr 29,vs Baltimore/Apr 30,,vs N.Y. Mets/May 2,vs N.Y. Mets/May 3,vs N.Y. Mets/May 4,at St. Louis/May 5,at St. Louis/May 6,at St. Louis/May 7,at Cleveland/May 8,at Cleveland/May 9,at Cleveland/May 10,,vs Seattle/May 12,vs Seattle/May 13,vs Seattle/May 14,,vs Pittsburgh/May 16,vs Pittsburgh/May 17,,at Washington/May 19,at Washington/May 20,at Washington/May 21,at Kansas City/May 22,at Kansas City/May 23,at Kansas City/May 24,vs Chi. White Sox/May 25,vs Chi. White Sox/May 26,vs Chi. White Sox/May 27,vs Chi. White Sox/May 28,vs Texas/May 29,vs Texas/May 30,vs Texas/May 31,,at Chi. White Sox/Jun 2,at Chi. White Sox/Jun 3,at Chi. White Sox/Jun 4,at Philadelphia/Jun 5,at Philadelphia/Jun 6,at Philadelphia/Jun 7,,vs Arizona/Jun 9,vs Arizona/Jun 10,vs Arizona/Jun 11,vs Atlanta/Jun 12,vs Atlanta/Jun 13,vs Atlanta/Jun 14,at Minnesota/Jun 15,at Minnesota/Jun 16,at Minnesota/Jun 17,at Minnesota/Jun 18,vs Kansas City/Jun 19,vs Kansas City/Jun 20,vs Kansas City/Jun 21,,vs Minnesota/Jun 23,vs Minnesota/Jun 24,vs Minnesota/Jun 25,at Texas/Jun 26,at Texas/Jun 27,at Texas/Jun 28,at Texas/Jun 29,at Colorado/Jun 30,at Colorado/Jul 1,at Colorado/Jul 2,,vs Oakland/Jul 4,vs Oakland/Jul 5,vs Oakland/Jul 6,vs Toronto/Jul 7,vs Toronto/Jul 8,vs Toronto/Jul 9,at Seattle/Jul 14,at Seattle/Jul 15,at Seattle/Jul 16,at Kansas City/Jul 17,at Kansas City/Jul 18,at Kansas City/Jul 19,at Kansas City/Jul 20,vs San Diego/Jul 21,vs San Diego/Jul 22,vs San Diego/Jul 23,,vs L.A. Angels/Jul 25,vs L.A. Angels/Jul 26,vs L.A. Angels/Jul 27,at Miami/Jul 28,at Miami/Jul 29,at Miami/Jul 30,,at Pittsburgh/Aug 1,at Pittsburgh/Aug 2,,vs Tampa Bay/Aug 4,vs Tampa Bay/Aug 5,vs Tampa Bay/Aug 6,vs Minnesota/Aug 7,vs Minnesota/Aug 8,vs Minnesota/Aug 9,vs Minnesota/Aug 10,at Boston/Aug 11,at Boston/Aug 12,at Boston/Aug 13,,at Minnesota/Aug 15,at Minnesota/Aug 16,at Cleveland/Aug 17,at Cleveland/Aug 18,at Cleveland/Aug 19,at Cleveland/Aug 20,vs Chi. Cubs/Aug 21,vs Chi. Cubs/Aug 22,vs Chi. Cubs/Aug 23,vs Houston/Aug 25,vs Houston/Aug 26,vs Houston/Aug 27,vs N.Y. Yankees/Aug 28,vs N.Y. Yankees/Aug 29,vs N.Y. Yankees/Aug 30,vs N.Y. Yankees/Aug 31,at Chi. White Sox/Sep 1,at Chi. White Sox/Sep 2,at Chi. White Sox/Sep 3,at N.Y. Yankees/Sep 5,at N.Y. Yankees/Sep 6,at N.Y. Yankees/Sep 7,vs Chi. White Sox/Sep 8,vs Chi. White Sox/Sep 9,vs Chi. White Sox/Sep 10,vs Cincinnati/Sep 12,vs Cincinnati/Sep 13,vs Cincinnati/Sep 14,at L.A. Angels/Sep 15,at L.A. Angels/Sep 16,at L.A. Angels/Sep 17,at L.A. Dodgers/Sep 18,at L.A. Dodgers/Sep 19,at L.A. Dodgers/Sep 20,at Oakland/Sep 21,at Oakland/Sep 22,at Oakland/Sep 23,at Oakland/Sep 24,vs Kansas City/Sep 26,vs Kansas City/Sep 27,vs Kansas City/Sep 28,vs Cleveland/Sep 29,vs Cleveland/Sep 30,vs Cleveland/Oct 1,
HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,vs Chi. White Sox/Mar 30,vs Chi. White Sox/Mar 31,vs Chi. White Sox/Apr 1,vs Chi. White Sox/Apr 2,vs Detroit/Apr 3,vs Detroit/Apr 4,vs Detroit/Apr 5,at Minnesota/Apr 6,,at Minnesota/Apr 8,at Minnesota/Apr 9,at Pittsburgh/Apr 10,at Pittsburgh/Apr 11,at Pittsburgh/Apr 12,,vs Texas/Apr 14,vs Texas/Apr 15,vs Texas/Apr 16,vs Toronto/Apr 17,vs Toronto/Apr 18,vs Toronto/Apr 19,,at Atlanta/Apr 21,at Atlanta/Apr 22,at Atlanta/Apr 23,at Tampa Bay/Apr 24,at Tampa Bay/Apr 25,at Tampa Bay/Apr 26,,vs Philadelphia/Apr 28,vs Philadelphia/Apr 29,vs Philadelphia/Apr 30,vs San Francisco/May 1,vs San Francisco/May 2,vs San Francisco/May 3,,at Seattle/May 5,at Seattle/May 6,at Seattle/May 7,at L.A. Angels/May 8,at L.A. Angels/May 9,at L.A. Angels/May 10,,at Chi. White Sox/May 12,at Chi. White Sox/May 13,at Chi. White Sox/May 14,vs Chi. Cubs/May 15,vs Chi. Cubs/May 16,vs Chi. Cubs/May 17,,vs Oakland/May 19,vs Oakland/May 20,vs Oakland/May 21,at Milwaukee/May 22,at Milwaukee/May 23,at Milwaukee/May 24,,at Oakland/May 26,at Oakland/May 27,at Oakland/May 28,vs Minnesota/May 29,vs Minnesota/May 30,vs Minnesota/May 31,vs L.A. Angels/Jun 1,vs L.A. Angels/Jun 2,vs L.A. Angels/Jun 3,vs L.A. Angels/Jun 4,at Toronto/Jun 5,at Toronto/Jun 6,at Toronto/Jun 7,at Toronto/Jun 8,at Cleveland/Jun 9,at Cleveland/Jun 10,at Cleveland/Jun 11,,vs Washington/Jun 13,vs Washington/Jun 14,vs Washington/Jun 15,vs Cincinnati/Jun 16,vs Cincinnati/Jun 17,vs Cincinnati/Jun 18,vs N.Y. Mets/Jun 19,vs N.Y. Mets/Jun 20,vs N.Y. Mets/Jun 21,,at L.A. Dodgers/Jun 23,at L.A. Dodgers/Jun 24,at L.A. Dodgers/Jun 25,,at St. Louis/Jun 27,at St. Louis/Jun 28,at St. Louis/Jun 29,at Texas/Jun 30,at Texas/Jul 1,at Texas/Jul 2,at Texas/Jul 3,vs Colorado/Jul 4,vs Colorado/Jul 5,vs Seattle/Jul 6,vs Seattle/Jul 7,vs Seattle/Jul 8,vs Seattle/Jul 9,at L.A. Angels/Jul 14,at L.A. Angels/Jul 15,at L.A. Angels/Jul 16,,at Colorado/Jul 18,at Colorado/Jul 19,at Oakland/Jul 20,at Oakland/Jul 21,at Oakland/Jul 22,at Oakland/Jul 23,vs Texas/Jul 24,vs Texas/Jul 25,vs Texas/Jul 26,,vs Tampa Bay/Jul 28,vs Tampa Bay/Jul 29,vs Tampa Bay/Jul 30,vs Cleveland/Jul 31,vs Cleveland/Aug 1,vs Cleveland/Aug 2,at N.Y. Yankees/Aug 3,at N.Y. Yankees/Aug 4,at N.Y. Yankees/Aug 5,at N.Y. Yankees/Aug 6,,at Baltimore/Aug 8,at Baltimore/Aug 9,at Baltimore/Aug 10,vs L.A. Angels/Aug 11,vs L.A. Angels/Aug 12,vs L.A. Angels/Aug 13,at Miami/Aug 14,at Miami/Aug 15,at Miami/Aug 16,,vs Seattle/Aug 18,vs Seattle/Aug 19,vs Seattle/Aug 20,vs Boston/Aug 21,vs Boston/Aug 22,vs Boston/Aug 23,vs Boston/Aug 24,at Detroit/Aug 25,at Detroit/Aug 26,at Detroit/Aug 27,at Boston/Aug 28,at Boston/Aug 29,at Boston/Aug 30,vs N.Y. Yankees/Sep 1,vs N.Y. Yankees/Sep 2,vs N.Y. Yankees/Sep 3,at Texas/Sep 4,at Texas/Sep 5,at Texas/Sep 6,vs San Diego/Sep 8,vs San Diego/Sep 9,vs San Diego/Sep 10,vs Oakland/Sep 11,vs Oakland/Sep 12,vs Oakland/Sep 13,at Kansas City/Sep 15,at Kansas City/Sep 16,at Kansas City/Sep 17,vs Baltimore/Sep 18,vs Baltimore/Sep 19,vs Baltimore/Sep 20,vs Kansas City/Sep 22,vs Kansas City/Sep 23,vs Kansas City/Sep 24,at Seattle/Sep 25,at Seattle/Sep 26,at Seattle/Sep 27,at Arizona/Sep 29,at Arizona/Sep 30,at Arizona/Oct 1,,
KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,vs Minnesota/Mar 30,,vs Minnesota/Apr 1,vs Minnesota/Apr 2,vs Toronto/Apr 3,vs Toronto/Apr 4,vs Toronto/Apr 5,vs Toronto/Apr 6,at San Francisco/Apr 7,at San Francisco/Apr 8,at San Francisco/Apr 9,at Texas/Apr 10,at Texas/Apr 11,at Texas/Apr 12,,vs Atlanta/Apr 14,vs Atlanta/Apr 15,vs Atlanta/Apr 16,vs Texas/Apr 17,vs Texas/Apr 18,vs Texas/Apr 19,,at L.A. Angels/Apr 21,at L.A. Angels/Apr 22,at L.A. Angels/Apr 23,at Arizona/Apr 24,at Arizona/Apr 25,at Arizona/Apr 26,at Minnesota/Apr 27,at Minnesota/Apr 28,at Minnesota/Apr 29,at Minnesota/Apr 30,,vs Baltimore/May 2,vs Baltimore/May 3,vs Baltimore/May 4,vs Oakland/May 5,vs Oakland/May 6,vs Oakland/May 7,vs Chi. White Sox/May 8,vs Chi. White Sox/May 9,vs Chi. White Sox/May 10,vs Chi. White Sox/May 11,at Milwaukee/May 12,at Milwaukee/May 13,at Milwaukee/May 14,at San Diego/May 15,at San Diego/May 16,at San Diego/May 17,,at Chi. White Sox/May 19,at Chi. White Sox/May 20,at Chi. White Sox/May 21,vs Detroit/May 22,vs Detroit/May 23,vs Detroit/May 24,,vs Washington/May 26,vs Washington/May 27,vs Washington/May 28,at St. Louis/May 29,at St. Louis/May 30,,,vs Colorado/Jun 2,vs Colorado/Jun 3,vs Colorado/Jun 4,at Miami/Jun 5,at Miami/Jun 6,at Miami/Jun 7,,at Baltimore/Jun 9,at Baltimore/Jun 10,at Baltimore/Jun 11,vs Cincinnati/Jun 12,vs Cincinnati/Jun 13,vs Cincinnati/Jun 14,,vs L.A. Angels/Jun 16,vs L.A. Angels/Jun 17,vs L.A. Angels/Jun 18,at Detroit/Jun 19,at Detroit/Jun 20,at Detroit/Jun 21,at Tampa Bay/Jun 22,at Tampa Bay/Jun 23,at Tampa Bay/Jun 24,at Tampa Bay/Jun 25,,vs Cleveland/Jun 27,vs Cleveland/Jun 28,vs Cleveland/Jun 29,vs L.A. Dodgers/Jun 30,vs L.A. Dodgers/Jul 1,vs L.A. Dodgers/Jul 2,at Minnesota/Jul 3,at Minnesota/Jul 4,at Minnesota/Jul 5,at Cleveland/Jul 6,at Cleveland/Jul 7,at Cleveland/Jul 8,at Cleveland/Jul 9,vs Tampa Bay/Jul 14,vs Tampa Bay/Jul 15,vs Tampa Bay/Jul 16,vs Detroit/Jul 17,vs Detroit/Jul 18,vs Detroit/Jul 19,vs Detroit/Jul 20,at N.Y. Yankees/Jul 21,at N.Y. Yankees/Jul 22,at N.Y. Yankees/Jul 23,at Cleveland/Jul 24,at Cleveland/Jul 25,at Cleveland/Jul 26,,vs Minnesota/Jul 28,vs Minnesota/Jul 29,vs Minnesota/Jul 30,,vs N.Y. Mets/Aug 1,vs N.Y. Mets/Aug 2,vs N.Y. Mets/Aug 3,at Philadelphia/Aug 4,at Philadelphia/Aug 5,at Philadelphia/Aug 6,at Boston/Aug 7,at Boston/Aug 8,at Boston/Aug 9,at Boston/Aug 10,vs St. Louis/Aug 11,vs St. Louis/Aug 12,,vs Seattle/Aug 14,vs Seattle/Aug 15,vs Seattle/Aug 16,vs Seattle/Aug 17,at Chi. Cubs/Aug 18,at Chi. Cubs/Aug 19,at Chi. Cubs/Aug 20,at Oakland/Aug 21,at Oakland/Aug 22,at Oakland/Aug 23,at Seattle/Aug 25,at Seattle/Aug 26,at Seattle/Aug 27,vs Pittsburgh/Aug 28,vs Pittsburgh/Aug 29,vs Pittsburgh/Aug 30,vs Boston/Sep 1,vs Boston/Sep 2,vs Boston/Sep 3,vs Chi. White Sox/Sep 5,vs Chi. White Sox/Sep 6,vs Chi. White Sox/Sep 7,at Toronto/Sep 8,at Toronto/Sep 9,at Toronto/Sep 10,at Chi. White Sox/Sep 11,at Chi. White Sox/Sep 12,at Chi. White Sox/Sep 13,vs Houston/Sep 15,vs Houston/Sep 16,vs Houston/Sep 17,vs Cleveland/Sep 18,vs Cleveland/Sep 19,vs Cleveland/Sep 20,at Houston/Sep 22,at Houston/Sep 23,at Houston/Sep 24,at Detroit/Sep 26,at Detroit/Sep 27,at Detroit/Sep 28,vs N.Y. Yankees/Sep 29,vs N.Y. Yankees/Sep 30,vs N.Y. Yankees/Oct 1,,,
LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAA,at Oakland/Mar 30,,at Oakland/Apr 1,at Oakland/Apr 2,at Seattle/Apr 3,at Seattle/Apr 4,at Seattle/Apr 5,,vs Toronto/Apr 7,vs Toronto/Apr 8,vs Toronto/Apr 9,vs Washington/Apr 10,vs Washington/Apr 11,vs Washington/Apr 12,,at Boston/Apr 14,at Boston/Apr 15,at Boston/Apr 16,at Boston/Apr 17,at N.Y. Yankees/Apr 18,at N.Y. Yankees/Apr 19,at N.Y. Yankees/Apr 20,vs Kansas City/Apr 21,vs Kansas City/Apr 22,vs Kansas City/Apr 23,vs Oakland/Apr 24,vs Oakland/Apr 25,vs Oakland/Apr 26,vs Oakland/Apr 27,at Milwaukee/Apr 28,at Milwaukee/Apr 29,at Milwaukee/Apr 30,,at St. Louis/May 2,at St. Louis/May 3,at St. Louis/May 4,vs Texas/May 5,vs Texas/May 6,vs Texas/May 7,vs Houston/May 8,vs Houston/May 9,vs Houston/May 10,,at Cleveland/May 12,at Cleveland/May 13,at Cleveland/May 14,at Baltimore/May 15,at Baltimore/May 16,at Baltimore/May 17,at Baltimore/May 18,vs Minnesota/May 19,vs Minnesota/May 20,vs Minnesota/May 21,vs Boston/May 22,vs Boston/May 23,vs Boston/May 24,,vs Miami/May 26,vs Miami/May 27,vs Miami/May 28,at Chi. White Sox/May 29,at Chi. White Sox/May 30,at Chi. White Sox/May 31,at Houston/Jun 1,at Houston/Jun 2,at Houston/Jun 3,at Houston/Jun 4,,vs Chi. Cubs/Jun 6,vs Chi. Cubs/Jun 7,vs Chi. Cubs/Jun 8,vs Seattle/Jun 9,vs Seattle/Jun 10,vs Seattle/Jun 11,at Texas/Jun 12,at Texas/Jun 13,at Texas/Jun 14,at Texas/Jun 15,at Kansas City/Jun 16,at Kansas City/Jun 17,at Kansas City/Jun 18,,vs L.A. Dodgers/Jun 20,vs L.A. Dodgers/Jun 21,,at Colorado/Jun 23,at Colorado/Jun 24,at Colorado/Jun 25,vs Chi. White Sox/Jun 26,vs Chi. White Sox/Jun 27,vs Chi. White Sox/Jun 28,vs Chi. White Sox/Jun 29,vs Arizona/Jun 30,vs Arizona/Jul 1,vs Arizona/Jul 2,at San Diego/Jul 3,at San Diego/Jul 4,at San Diego/Jul 5,,at L.A. Dodgers/Jul 7,at L.A. Dodgers/Jul 8,vs Houston/Jul 14,,vs Houston/Jul 15,vs Houston/Jul 16,vs N.Y. Yankees/Jul 17,vs N.Y. Yankees/Jul 18,vs N.Y. Yankees/Jul 19,,vs Pittsburgh/Jul 21,vs Pittsburgh/Jul 22,vs Pittsburgh/Jul 23,,at Detroit/Jul 25,at Detroit/Jul 26,at Detroit/Jul 27,at Toronto/Jul 28,at Toronto/Jul 29,at Toronto/Jul 30,at Atlanta/Jul 31,at Atlanta/Aug 1,at Atlanta/Aug 2,vs Seattle/Aug 3,vs Seattle/Aug 4,vs Seattle/Aug 5,vs Seattle/Aug 6,vs San Francisco/Aug 7,vs San Francisco/Aug 8,vs San Francisco/Aug 9,,at Houston/Aug 11,at Houston/Aug 12,at Houston/Aug 13,at Texas/Aug 14,at Texas/Aug 15,at Texas/Aug 16,,vs Tampa Bay/Aug 18,vs Tampa Bay/Aug 19,vs Tampa Bay/Aug 20,vs Cincinnati/Aug 21,vs Cincinnati/Aug 22,vs Cincinnati/Aug 23,at N.Y. Mets/Aug 25,at N.Y. Mets/Aug 26,at N.Y. Mets/Aug 27,at Philadelphia/Aug 28,at Philadelphia/Aug 29,at Philadelphia/Aug 30,at Oakland/Sep 1,at Oakland/Sep 2,at Oakland/Sep 3,vs Baltimore/Sep 4,vs Baltimore/Sep 5,vs Baltimore/Sep 6,vs Cleveland/Sep 7,vs Cleveland/Sep 8,vs Cleveland/Sep 9,vs Cleveland/Sep 10,at Seattle/Sep 11,at Seattle/Sep 12,at Seattle/Sep 13,vs Detroit/Sep 15,vs Detroit/Sep 16,vs Detroit/Sep 17,at Tampa Bay/Sep 19,at Tampa Bay/Sep 20,at Tampa Bay/Sep 21,at Minnesota/Sep 22,at Minnesota/Sep 23,at Minnesota/Sep 24,vs Texas/Sep 25,vs Texas/Sep 26,vs Texas/Sep 27,vs Oakland/Sep 29,vs Oakland/Sep 30,vs Oakland/Oct 1,,
LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAD,vs Arizona/Mar 30,vs Arizona/Mar 31,vs Arizona/Apr 1,vs Arizona/Apr 2,vs Colorado/Apr 3,vs Colorado/Apr 4,,at Arizona/Apr 6,at Arizona/Apr 7,at Arizona/Apr 8,at Arizona/Apr 9,at San Francisco/Apr 10,at San Francisco/Apr 11,at San Francisco/Apr 12,,vs Chi. Cubs/Apr 14,vs Chi. Cubs/Apr 15,vs Chi. Cubs/Apr 16,vs N.Y. Mets/Apr 17,vs N.Y. Mets/Apr 18,vs N.Y. Mets/Apr 19,at Chi. Cubs/Apr 20,at Chi. Cubs/Apr 21,at Chi. Cubs/Apr 22,at Chi. Cubs/Apr 23,,at Pittsburgh/Apr 25,at Pittsburgh/Apr 26,at Pittsburgh/Apr 27,vs St. Louis/Apr 28,vs St. Louis/Apr 29,vs St. Louis/Apr 30,vs Philadelphia/May 1,vs Philadelphia/May 2,vs Philadelphia/May 3,,at San Diego/May 5,at San Diego/May 6,at San Diego/May 7,at Milwaukee/May 8,at Milwaukee/May 9,at Milwaukee/May 10,,vs San Diego/May 12,vs San Diego/May 13,vs San Diego/May 14,vs Minnesota/May 15,vs Minnesota/May 16,vs Minnesota/May 17,at St. Louis/May 18,at St. Louis/May 19,at St. Louis/May 20,at St. Louis/May 21,at Atlanta/May 22,at Atlanta/May 23,at Atlanta/May 24,,at Tampa Bay/May 26,at Tampa Bay/May 27,at Tampa Bay/May 28,vs Washington/May 29,vs Washington/May 30,vs Washington/May 31,,vs N.Y. Yankees/Jun 2,vs N.Y. Yankees/Jun 3,vs N.Y. Yankees/Jun 4,,at Cincinnati/Jun 6,at Cincinnati/Jun 7,at Cincinnati/Jun 8,at Philadelphia/Jun 9,at Philadelphia/Jun 10,at Philadelphia/Jun 11,,vs Chi. White Sox/Jun 13,vs Chi. White Sox/Jun 14,vs Chi. White Sox/Jun 15,vs San Francisco/Jun 16,vs San Francisco/Jun 17,vs San Francisco/Jun 18,,at L.A. Angels/Jun 20,at L.A. Angels/Jun 21,,vs Houston/Jun 23,vs Houston/Jun 24,vs Houston/Jun 25,,at Colorado/Jun 27,at Colorado/Jun 28,at Colorado/Jun 29,at Kansas City/Jun 30,at Kansas City/Jul 1,at Kansas City/Jul 2,vs Pittsburgh/Jul 3,vs Pittsburgh/Jul 4,vs Pittsburgh/Jul 5,vs Pittsburgh/Jul 6,vs L.A. Angels/Jul 7,vs L.A. Angels/Jul 8,at N.Y. Mets/Jul 14,,at N.Y. Mets/Jul 15,at N.Y. Mets/Jul 16,at Baltimore/Jul 17,at Baltimore/Jul 18,at Baltimore/Jul 19,,at Texas/Jul 21,at Texas/Jul 22,at Texas/Jul 23,vs Toronto/Jul 24,vs Toronto/Jul 25,vs Toronto/Jul 26,,vs Cincinnati/Jul 28,vs Cincinnati/Jul 29,vs Cincinnati/Jul 30,,vs Oakland/Aug 1,vs Oakland/Aug 2,vs Oakland/Aug 3,at San Diego/Aug 4,at San Diego/Aug 5,at San Diego/Aug 6,at San Diego/Aug 7,at Arizona/Aug 8,at Arizona/Aug 9,vs Colorado/Aug 10,vs Colorado/Aug 11,vs Colorado/Aug 12,vs Colorado/Aug 13,,vs Milwaukee/Aug 15,vs Milwaukee/Aug 16,vs Milwaukee/Aug 17,vs Miami/Aug 18,vs Miami/Aug 19,vs Miami/Aug 20,at Cleveland/Aug 22,at Cleveland/Aug 23,at Cleveland/Aug 24,at Boston/Aug 25,at Boston/Aug 26,at Boston/Aug 27,vs Arizona/Aug 28,vs Arizona/Aug 29,vs Arizona/Aug 30,vs Atlanta/Aug 31,vs Atlanta/Sep 1,vs Atlanta/Sep 2,vs Atlanta/Sep 3,at Miami/Sep 5,at Miami/Sep 6,at Miami/Sep 7,at Washington/Sep 8,at Washington/Sep 9,at Washington/Sep 10,vs San Diego/Sep 11,vs San Diego/Sep 12,vs San Diego/Sep 13,at Seattle/Sep 15,at Seattle/Sep 16,at Seattle/Sep 17,vs Detroit/Sep 18,vs Detroit/Sep 19,vs Detroit/Sep 20,vs San Francisco/Sep 21,vs San Francisco/Sep 22,vs San Francisco/Sep 23,vs San Francisco/Sep 24,at Colorado/Sep 26,at Colorado/Sep 26,at Colorado/Sep 27,at Colorado/Sep 28,at San Francisco/Sep 29,at San Francisco/Sep 30,at San Francisco/Oct 1
MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
